"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000000003",0.385402132133416,6.15155814044853,17.4809899040129,3.76093751695558e-05,"NO"
"ENSG00000000005",3.99776935249988,-0.83398707801693,200.857495916593,1.21992910821556e-35,"UP"
"ENSG00000000419",0.440849692039687,4.48132799084829,75.6775678638994,1.85722617437926e-16,"NO"
"ENSG00000000457",-0.0418775656131344,3.57175952703277,0.75200099084789,0.386500514583159,"NO"
"ENSG00000000460",0.520301801054382,2.38336095596485,37.8762675743308,2.27853762848758e-09,"NO"
"ENSG00000000938",0.494964728016685,3.28674164227593,14.2343183743072,0.000192641551457999,"NO"
"ENSG00000000971",2.13442704204694,4.62815535475495,115.883979799967,3.11772609071288e-23,"UP"
"ENSG00000001036",1.08567698576714,4.37127451105301,87.6148021186833,1.52984242277711e-18,"UP"
"ENSG00000001084",-1.35013417310553,6.25349517093453,154.823215056993,3.34877628558329e-29,"DOWN"
"ENSG00000001167",-0.17572757222284,4.92022741890405,8.03107315938597,0.0048935553513406,"NO"
"ENSG00000001460",0.894642456134262,2.8404961631321,32.1425025513617,3.22952572996826e-08,"NO"
"ENSG00000001461",-0.18547134684894,6.187718537339,1.47403190819134,0.225616458715254,"NO"
"ENSG00000001497",-0.204950345816859,5.79784157980704,6.88222928890653,0.00912738692482276,"NO"
"ENSG00000001561",-1.08504279651974,5.39679482227938,56.6468199373789,5.47427434426722e-13,"DOWN"
"ENSG00000001617",1.97853547783542,2.52353900619941,139.414612012994,6.66205595077899e-27,"UP"
"ENSG00000001626",0.101036074132453,1.9688573919287,0.203671990382431,0.652082405673328,"NO"
"ENSG00000001629",-0.249755295124218,7.31166756878542,9.39532958634087,0.00236271258006107,"NO"
"ENSG00000001630",0.369205397766489,1.93569687844635,6.23640608748357,0.0130227540955556,"NO"
"ENSG00000001631",0.360861142815956,2.93860373436158,24.7765263316973,1.05942861323597e-06,"NO"
"ENSG00000002016",-0.431742446994212,3.92735808212545,16.3892058242072,6.49077136188312e-05,"NO"
"ENSG00000002330",0.278561623352121,3.74133959830244,7.99528124796058,0.00498875884997846,"NO"
"ENSG00000002549",0.47468290526514,6.90874451468067,24.2475898130704,1.36697475075317e-06,"NO"
"ENSG00000002586",0.295663297992195,8.63408794823828,2.93542934896139,0.0876355969271705,"NO"
"ENSG00000002587",-0.482541776268698,4.35478850924231,5.38862647125678,0.0209036853866783,"NO"
"ENSG00000002726",0.754794259711656,-2.68458623101149,9.77498595859693,0.0019332126103449,"NO"
"ENSG00000002745",4.29413412673215,0.118362870499138,235.097596474376,4.61428767593914e-40,"UP"
"ENSG00000002746",-1.55680628386945,4.07366823925233,44.4879012562347,1.14343124239176e-10,"DOWN"
"ENSG00000002822",1.25135352977929,-1.53356384004782,52.1427173811094,3.86467792707974e-12,"UP"
"ENSG00000002834",-0.0207237232035169,7.47680221521111,0.0991221129300807,0.753093175145576,"NO"
"ENSG00000002919",0.198557348527655,4.95711281780069,12.0481774751131,0.000590441241760592,"NO"
"ENSG00000002933",1.28657752570933,4.97079414186021,46.6466135079445,4.36413422347209e-11,"UP"
"ENSG00000003056",-0.0877006900565783,5.7753671623078,0.9400290483759,0.333010921187312,"NO"
"ENSG00000003096",-0.267713565947662,4.76843471046379,5.62918482675788,0.0182615791234704,"NO"
"ENSG00000003137",0.00298137587487196,3.33884892407253,0.000136759553491586,0.990676785853167,"NO"
"ENSG00000003147",0.0689418767258784,3.51759967566702,0.374668447663769,0.540910035821194,"NO"
"ENSG00000003249",1.4017031189836,4.91997931736096,83.3516723771035,8.35377830303806e-18,"UP"
"ENSG00000003393",-0.0935024963709897,5.54955245971637,3.50465695306728,0.0621186915151083,"NO"
"ENSG00000003400",-0.120107282983644,2.70065629916511,1.27031198987472,0.26056205052617,"NO"
"ENSG00000003402",0.192252359146427,5.73400896880983,9.18514147127333,0.00264120575805862,"NO"
"ENSG00000003436",0.997146894901693,4.4124827921147,15.3917934923277,0.000107208439816129,"NO"
"ENSG00000003509",0.26291370670555,3.37489262082078,20.4081474238897,8.84460469212815e-06,"NO"
"ENSG00000003756",-0.229581373465093,6.44498110439104,7.79971243301408,0.00554353410342263,"NO"
"ENSG00000003987",-2.08915600682637,3.54104511221358,155.55600183386,2.61631053151236e-29,"DOWN"
"ENSG00000003989",-1.02021034062885,5.21138279687045,18.1332375277151,2.7191378517949e-05,"DOWN"
"ENSG00000004059",0.759428124370805,6.44684937611082,118.69909378694,1.10209598386902e-23,"NO"
"ENSG00000004139",-0.145546620586085,4.13623070080003,3.26383221715056,0.0717732491002461,"NO"
"ENSG00000004142",0.155482958177317,6.96640365793866,12.3114116833398,0.000515441788032919,"NO"
"ENSG00000004399",0.601517138444509,6.60956545902158,34.9519203278022,8.75283061725173e-09,"NO"
"ENSG00000004455",0.667495652147908,6.25463644126467,87.5682479243298,1.5546817451172e-18,"NO"
"ENSG00000004468",-1.98257760992638,6.27399722978129,79.248879054441,4.35586936478562e-17,"DOWN"
"ENSG00000004478",-0.182026407233825,6.5090697711457,6.11999016611647,0.0138904814686441,"NO"
"ENSG00000004487",-0.141332555551152,6.73010893873793,2.88654664625158,0.0903049957158973,"NO"
"ENSG00000004534",-0.288171650664525,6.59498950942732,8.19145261913365,0.00448938781686271,"NO"
"ENSG00000004660",-0.545888490126798,5.17653331403436,8.42835553878683,0.00395384598869729,"NO"
"ENSG00000004700",0.233698450714956,4.24429753909521,3.91273913008923,0.0487888773647747,"NO"
"ENSG00000004766",0.0425800834627326,5.24370128023301,0.479640292660759,0.489093190673726,"NO"
"ENSG00000004776",2.18919177714012,2.54959866599995,113.349983653532,7.96454142051969e-23,"UP"
"ENSG00000004777",-0.233169702947355,6.00311278806244,4.64458552915495,0.0319060474687479,"NO"
"ENSG00000004779",0.365653576928597,5.51007541666551,23.8359415082634,1.6671500362466e-06,"NO"
"ENSG00000004799",-1.72001264346784,6.5107780454721,63.2557016322409,3.25445507046192e-14,"DOWN"
"ENSG00000004838",2.21763065432678,2.90113599889297,128.572429867896,3.09418597808729e-25,"UP"
"ENSG00000004848",2.23749595407042,2.40778677669072,109.610729158716,3.21197744842328e-22,"UP"
"ENSG00000004864",0.667564789652418,4.81947885922603,80.0874231212501,3.09614669161158e-17,"NO"
"ENSG00000004866",0.121176216987025,5.17257888063747,1.85358136264569,0.174336072486077,"NO"
"ENSG00000004897",0.0132175125519243,5.92455512666852,0.117586422977497,0.731894767419526,"NO"
"ENSG00000004939",0.244674736197026,-1.97878384789288,0.738658522250582,0.390741599974818,"NO"
"ENSG00000004948",-0.741242986662147,-1.77095174444086,7.20775579609281,0.00764132101538702,"NO"
"ENSG00000004961",0.686193553605787,4.00385517034411,131.770072856222,9.83114849403802e-26,"NO"
"ENSG00000004975",-0.0265024023872316,5.64379792252535,0.204783757586087,0.651196997963976,"NO"
"ENSG00000005007",-0.0470470774540061,7.08725615121652,0.846882724879414,0.35813667143544,"NO"
"ENSG00000005020",1.14402039782222,5.11751201965557,66.9317309258229,6.92888750497898e-15,"UP"
"ENSG00000005022",0.483677177395386,7.47982622809134,37.7207511481398,2.44669148944423e-09,"NO"
"ENSG00000005059",2.69414784179222,3.77540131070975,292.002098091308,7.82240622846742e-47,"UP"
"ENSG00000005073",0.525624843649801,0.23267261543441,1.35156290084026,0.245881588807515,"NO"
"ENSG00000005075",0.597748447718429,5.62823160408863,50.4476740136488,8.12529790527883e-12,"NO"
"ENSG00000005100",-0.178600710076668,5.45853862203524,10.587459863826,0.00126165118703743,"NO"
"ENSG00000005108",-0.105920365531,5.22910292585594,0.482102378657379,0.487981298515415,"NO"
"ENSG00000005156",0.107766704057307,4.87244456406328,2.83709506321772,0.09309657772433,"NO"
"ENSG00000005175",0.327929180477361,4.69539083680167,39.1280367448148,1.28632989108655e-09,"NO"
