"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000125995",-0.392261443510573,5.37280292874903,15.0383605268945,0.000128152781423234,"NO"
"ENSG00000126001",0.217927775900362,5.81762001154564,7.5413319339444,0.00637497464719823,"NO"
"ENSG00000126003",-0.0938522184412741,4.48629532964439,1.87095761509102,0.172335985059688,"NO"
"ENSG00000126005",-0.322476629393666,4.78931616375574,12.3180687390119,0.000513675934069773,"NO"
"ENSG00000126010",-0.757983371828875,-1.53989313291641,12.5303042662495,0.000460483294008088,"NO"
"ENSG00000126012",0.0187784577558955,7.04337299484343,0.0748191373175564,0.784623602276423,"NO"
"ENSG00000126016",0.299567892879537,6.91145502572365,3.58682751204897,0.0591517063949173,"NO"
"ENSG00000126062",-0.121289723064851,5.34860848270798,3.97491611644978,0.047040785666194,"NO"
"ENSG00000126067",-0.0196670979541725,6.74158452669588,0.111324581676972,0.738862105480324,"NO"
"ENSG00000126070",0.649163201871461,5.20354273878199,55.0399277391763,1.09511490174053e-12,"NO"
"ENSG00000126088",-0.209664389226354,6.28327889708885,9.54930330122215,0.00217786870172004,"NO"
"ENSG00000126091",-0.890839786012381,0.359317042909428,41.3192264522639,4.75581405086617e-10,"NO"
"ENSG00000126106",-0.308101103346667,3.24791542410684,17.4375900719631,3.84293730682866e-05,"NO"
"ENSG00000126107",-0.0813466543676717,5.66533073314672,1.96844654393024,0.161593220990921,"NO"
"ENSG00000126214",0.0481866604283489,4.89511417033239,0.264652109904536,0.60730104057934,"NO"
"ENSG00000126215",-0.116428785941192,3.59619744888474,1.20239332289438,0.273677597549939,"NO"
"ENSG00000126216",0.278731446997804,5.26929031603449,21.2341795002685,5.90163584024618e-06,"NO"
"ENSG00000126217",0.00689046983029906,6.42970603597714,0.00389227745885551,0.95029316301682,"NO"
"ENSG00000126218",-0.0249001349693171,0.0513688952477127,0.0477544227172429,0.827158719682994,"NO"
"ENSG00000126226",0.0596381362136919,4.79429498902648,0.841399808312087,0.359695271541449,"NO"
