"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000000003",0.572341932773299,6.15155814044853,26.0251654459356,5.8204889345095e-07,"NO"
"ENSG00000000005",3.05427447505536,-0.83398707801693,64.2989460791759,2.09408792310429e-14,"UP"
"ENSG00000000419",0.177994622533224,4.48132799084829,8.2041854314354,0.00445868675352268,"NO"
"ENSG00000000457",-0.0952852096649521,3.57175952703277,2.69297792952394,0.101784759832311,"NO"
"ENSG00000000460",0.678170509323777,2.38336095596485,42.8847237553555,2.34646180794137e-10,"NO"
"ENSG00000000938",1.1227715558642,3.28674164227593,49.1336964677717,1.44920557942813e-11,"UP"
"ENSG00000000971",2.61084737312368,4.62815535475495,100.090343237614,1.18546205591921e-20,"UP"
"ENSG00000001036",2.08364883425261,4.37127451105301,201.183334495961,1.10367907640825e-35,"UP"
"ENSG00000001084",-0.450320530384373,6.25349517093453,13.7206737444534,0.000250249227405618,"NO"
"ENSG00000001167",-0.853337430059403,4.92022741890405,127.473969641415,4.56471996598351e-25,"NO"
"ENSG00000001460",2.48533591043871,2.8404961631321,154.846806255738,3.31580869179117e-29,"UP"
"ENSG00000001461",1.13283123431071,6.187718537339,39.5697341737164,1.05265823186246e-09,"UP"
"ENSG00000001497",-0.519091082916603,5.79784157980704,30.4354720006612,7.18607286351757e-08,"NO"
"ENSG00000001561",-0.407066893406467,5.39679482227938,6.16061703698965,0.0135813885749985,"NO"
"ENSG00000001617",1.28471700807357,2.52353900619941,35.6684576375589,6.28595685917256e-09,"UP"
"ENSG00000001626",-1.60132946530381,1.9688573919287,31.4464232013753,4.47348620064536e-08,"DOWN"
"ENSG00000001629",-0.108825802329916,7.31166756878542,1.26187351322038,0.262148231061789,"NO"
"ENSG00000001630",-0.285040916677731,1.93569687844635,2.44445529244876,0.118940258750572,"NO"
"ENSG00000001631",0.176985242360311,2.93860373436158,3.99312926959791,0.046541489835378,"NO"
"ENSG00000002016",-0.799363189732685,3.92735808212545,39.0424659544522,1.3374965481451e-09,"NO"
"ENSG00000002330",0.356216437157562,3.74133959830244,8.87386937913084,0.00311655894322595,"NO"
"ENSG00000002549",1.260564268881,6.90874451468067,114.68016646738,4.85371356750721e-23,"UP"
"ENSG00000002586",1.92770715765793,8.63408794823828,83.873593732927,6.77962539864204e-18,"UP"
"ENSG00000002587",1.53920620030394,4.35478850924231,40.3625234520682,7.34204767964837e-10,"UP"
"ENSG00000002726",1.37676308816815,-2.68458623101149,21.3497374065423,5.57760410729967e-06,"UP"
"ENSG00000002745",4.14332500873538,0.118362870499138,117.483216261134,1.72996285203139e-23,"UP"
"ENSG00000002746",-1.78953002266494,4.07366823925233,43.7865854400046,1.56579754455652e-10,"DOWN"
"ENSG00000002822",1.76934338227736,-1.53356384004782,64.4251441350287,1.98282034733762e-14,"UP"
"ENSG00000002834",-0.282071323143283,7.47680221521111,12.5613206861052,0.000453192089492264,"NO"
"ENSG00000002919",0.0485390698816865,4.95711281780069,0.488144369905769,0.485269363516938,"NO"
"ENSG00000002933",2.69595965300435,4.97079414186021,122.320564224974,2.95231663132534e-24,"UP"
"ENSG00000003056",0.22540337506336,5.7753671623078,4.36651876372619,0.0374501288336396,"NO"
"ENSG00000003096",-0.570668984339174,4.76843471046379,17.7032719562804,3.36700595904373e-05,"NO"
"ENSG00000003137",0.190421667404438,3.33884892407253,0.391470246417258,0.531978838107366,"NO"
"ENSG00000003147",-0.238163320886153,3.51759967566702,3.03929031339648,0.0822426352222081,"NO"
"ENSG00000003249",1.11581586175114,4.91997931736096,33.0233203054727,2.14206580560071e-08,"UP"
"ENSG00000003393",-0.343911416303674,5.54955245971637,32.5971231295873,2.61142065425283e-08,"NO"
"ENSG00000003400",1.02881577037062,2.70065629916511,66.5789865295724,8.01814567971504e-15,"UP"
"ENSG00000003402",0.603436227557838,5.73400896880983,62.3273959463064,4.81479693649652e-14,"NO"
"ENSG00000003436",1.67092363554832,4.4124827921147,27.4637893967088,2.93073187390302e-07,"UP"
"ENSG00000003509",0.0872737249465761,3.37489262082078,1.51761084248269,0.218895993815462,"NO"
"ENSG00000003756",-0.539255745353197,6.44498110439104,29.7061664768523,1.01303285333204e-07,"NO"
"ENSG00000003987",-1.55398913075516,3.54104511221358,70.1311324299398,1.82584181555574e-15,"DOWN"
"ENSG00000003989",1.30142242234136,5.21138279687045,23.4625528050229,1.99747417141594e-06,"UP"
"ENSG00000004059",0.252549715654881,6.44684937611082,8.50115840549347,0.00380258364236037,"NO"
"ENSG00000004139",-0.921151422147188,4.13623070080003,87.2074314972604,1.79357952955644e-18,"NO"
"ENSG00000004142",-0.342779630097049,6.96640365793866,40.0474556348752,8.46536158890413e-10,"NO"
"ENSG00000004399",1.27621855964827,6.60956545902158,104.271038232791,2.40404242819343e-21,"UP"
"ENSG00000004455",1.1501840305516,6.25463644126467,171.423921786518,1.34693600805947e-31,"UP"
"ENSG00000004468",-0.135386318268265,6.27399722978129,0.325047395922446,0.568994812250962,"NO"
"ENSG00000004478",-0.334288815351547,6.5090697711457,14.3333377481174,0.000183184144146394,"NO"
"ENSG00000004487",-0.0193688004764557,6.73010893873793,0.0380126833194346,0.845542787850267,"NO"
