"","Factor 1","Factor 2","Factor 3","Factor 4"
"PCNX",-1.11259250843432e-05,-7.57601628720295e-06,6.73164731779252e-06,6.08817799729877e-06
"TJP1",5.62800687475828e-06,3.28789639070237e-07,1.66697611803102e-06,-2.52919721788203e-06
"FCGBP",-1.12573525257176e-05,-5.38409549335483e-05,1.25137412396725e-05,-5.37142477696761e-06
"PCDHGA2",1.50861887959763e-06,1.00358029158087e-05,2.97035808216606e-06,4.7406938392669e-06
"MLL3",-5.94079847360263e-06,-1.05410690593999e-05,2.22398011828773e-06,2.23800816456787e-06
"ZNF618",-2.5663885026006e-06,-7.04919193594833e-06,-8.37936204334255e-06,-1.50928428865882e-06
"LRRC7",2.93471953227709e-06,6.17781461187406e-06,-9.1883721324848e-06,3.44868067259085e-06
"PDE4DIP",-4.70334498459124e-06,-2.25893891183659e-05,-6.82399377183174e-06,4.53327766081202e-06
"CACNA1E",-5.04871559314779e-06,-2.68491712631658e-05,-1.1167146567459e-06,1.87411424121819e-05
"PTPRC",-5.88073362450814e-06,1.26207560242619e-05,6.77163416185067e-06,-1.16470562261384e-06
"RAB3GAP2",3.05287267110543e-06,1.41763871397416e-06,5.74740226966242e-07,4.9306072469335e-06
"NAV2",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"VWF",2.52688050750294e-06,1.5796184015926e-05,-6.41723727312637e-06,3.91362937079975e-06
"DNAH10",6.69848350298707e-06,5.32641115569277e-06,-9.98018731479533e-06,2.36927803598519e-07
"POTEF",-3.85712291972595e-06,1.44811947393464e-05,2.275533233842e-06,-3.34676110469445e-06
"FLNB",8.08125605544774e-06,1.74760007212171e-05,-1.61870627835015e-06,9.52271875576116e-06
"PHLDB2",-3.85766583121949e-07,2.84202246803034e-06,-9.50074172578752e-06,-3.16518116960651e-06
"FAM83B",-6.24075437372085e-06,-3.72178942598111e-06,4.33030527347e-06,1.82408837190451e-06
"HUWE1",-1.17318177217385e-06,-1.5607634850312e-05,-1.01181967693265e-05,3.19167590134839e-08
"OGT",4.60480896435911e-06,-1.00113857115502e-05,-1.85146132025693e-06,1.50742780533619e-05
"OR52M1",-7.36795936973067e-06,6.58245471640839e-06,-1.15700238723093e-07,4.17602132074535e-06
"LILRA6",-9.88328702078434e-06,-3.09054803437903e-06,-1.09205466287676e-05,-8.48645686346572e-06
"ATP9A",-7.49684841139242e-06,-1.08005642687203e-05,2.00024169316748e-06,1.30100647766085e-06
"CASR",-9.27028304431587e-06,-1.86172801477369e-05,4.07446214012452e-06,-1.13009082269855e-05
"COL6A6",-4.2594074329827e-06,-1.87976198162687e-07,-8.25300503493054e-06,-4.78881383969565e-06
"EGF",-1.24307416626834e-06,1.51844833453652e-05,-2.62474295595894e-05,-5.85265979680116e-06
"NOX3",-4.2594074329827e-06,-1.87976198162687e-07,-8.25300503493054e-06,-4.78881383969565e-06
"CYP3A5",-1.0469111657585e-05,-9.24257074075285e-06,1.36938547257159e-06,3.48858236520755e-07
"NOS3",-2.40343160839984e-06,-1.28398073684366e-06,-2.24584823627083e-06,-6.79171580486582e-06
"PCDH19",-3.11429321300238e-05,-5.73707939111046e-06,-9.71370354818646e-06,5.96071777181351e-06
"KSR2",-6.70484678266803e-06,-4.93812258355319e-05,-4.00995759264333e-06,1.95682732737623e-05
"IDH2",2.1569279851974e-05,0.000213406543480232,-6.28612397122197e-05,2.8596301149264e-07
"SELE",-9.96837911770854e-07,-2.6073852495756e-05,-9.73055739450501e-06,3.35385470862093e-06
"SI",-1.89879792742431e-05,-2.63295223703608e-05,-1.7167099940707e-05,2.77651270153001e-05
"FSTL5",8.87533497007098e-06,-3.65098603651859e-05,-3.67384018318262e-05,-8.82480344444048e-06
"PSD3",4.03241438107216e-06,7.15966370989918e-06,-1.56232763401931e-05,7.0231444624369e-06
"KCNU1",6.84711778831115e-07,-1.87605633072963e-06,-2.43632002820959e-05,-4.66245319330483e-06
"NUP210L",-9.72686575551052e-06,-8.39534368424211e-06,-3.17524682031944e-05,-1.2242187949596e-05
"SIPA1L2",-1.31386132125044e-05,-1.98725665541133e-05,-1.51767244460643e-06,2.43612430494977e-06
"LTBP2",-2.54554106504656e-06,-2.04151292564347e-05,-1.48152685142122e-05,-8.4582352428697e-06
"RLTPR",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"ANGPT4",2.93471953227709e-06,6.17781461187406e-06,-9.1883721324848e-06,3.44868067259085e-06
"ADAMTS19",-4.606135917129e-06,-1.32101176859578e-05,-2.44519128500542e-06,-4.31879880125052e-06
"RFX6",-2.06223785426118e-06,-5.0965813898074e-06,-5.20879666510154e-06,2.46618270693943e-07
"PIK3CG",2.66170718532521e-06,-5.53245399714797e-06,-1.14212416519877e-05,-8.7320649981848e-06
"TMC1",1.76411776919849e-06,1.25247661344474e-05,-4.6722652768949e-06,4.59335660707438e-06
"COL5A1",-5.24557117387303e-06,-1.44295881909784e-05,-4.80714106743108e-06,-3.4819186112145e-06
"ACRC",-1.81658685960429e-06,-6.01470375727331e-08,-1.74070573848439e-05,8.06760090199532e-06
"COL4A6",4.04695629185881e-06,1.29622021631803e-05,-1.21236398626934e-05,-3.27556847423693e-07
"KIAA1217",6.17317118667415e-06,2.61132536252262e-05,-1.59441751748091e-05,-4.23646406488842e-06
"TRPM1",3.72747672372498e-06,2.34704930335283e-05,-1.01385530797415e-05,6.582466198779e-07
"ENAM",-7.79500987846404e-06,2.68131807388272e-05,-1.45667472679634e-05,-1.2591137419804e-05
"FAT1",5.26280336998752e-06,9.55697760218754e-06,-6.61443164062803e-06,4.88262458020472e-07
"PLEC",-3.69739382222178e-06,-5.46933506484493e-06,-1.94723124877783e-05,-1.60790750669548e-05
"CSMD2",-6.17737487118575e-06,8.71643624122953e-06,1.43113675221684e-06,-2.50129414780531e-06
"COL12A1",2.41384691435087e-06,-8.42376721266191e-06,4.88615933136316e-06,2.74723879556404e-06
"FAT4",-5.6815983953129e-06,1.36121516334242e-05,8.27623262011912e-06,5.83191467740107e-06
"MTOR",6.38816845821566e-06,-2.00988574761141e-06,-2.40389417740516e-05,-1.527406425339e-06
"ADAM30",2.30188334171544e-06,-4.90724551127641e-06,3.30929901792842e-06,5.06719106851961e-06
"FLG",-3.46963097399566e-05,-9.19020010314853e-07,-1.29161489894614e-05,2.77370018011425e-05
"LOC647288",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"CLCN7",6.62124477912585e-07,7.76624528953107e-06,2.63170704783988e-07,-3.71337205251621e-06
"ABCA10",1.17834849788778e-06,-9.86447776085697e-06,9.15102828003e-06,-2.30053069572023e-06
"FBLN2",5.56239456273033e-07,2.40797580772778e-05,-2.65619496531144e-06,-3.76517618860817e-06
"SCN10A",-2.99005228043825e-06,-2.16498321492509e-07,1.17726549433428e-05,3.32904437527759e-06
"SDHAP2",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"CDH18",-1.79472626768984e-05,-2.12704144360032e-05,-3.32098670696723e-06,1.53387809405103e-05
"COL27A1",-5.74520800000755e-06,1.95049833564553e-05,-2.08218375519209e-06,9.71529289017781e-07
"PTPN14",2.72932607003895e-06,5.52265237274696e-06,5.42323323315941e-06,-5.89352839597268e-06
"MGAT4C",-5.71837699681055e-06,-7.8819384725648e-06,9.41917096497491e-06,-1.22619974263216e-06
"CELSR3",-7.6359619924915e-06,-3.15433680952992e-06,9.30685564526357e-06,-1.14022659545299e-05
"ABLIM3",-9.20320690056542e-06,-9.50147386902245e-06,2.59293847193476e-06,1.39323162784422e-06
"PKHD1",-3.14367753162514e-05,-6.66783744236454e-05,-8.14893519418547e-06,-8.85425106389448e-06
"CDK13",-4.69824226456694e-06,1.19690821520635e-06,6.58839098832686e-06,-2.77354752142855e-06
"CREBBP",-2.22622620640323e-05,-2.80718031717697e-05,-1.77271267602919e-05,-8.02854083303828e-06
"PSG8",-1.89467355085071e-05,-3.42739695042837e-05,-7.07012213752023e-06,1.12230836748495e-05
"DYSF",-1.02279318525689e-05,1.3553534699895e-05,5.32085186932818e-06,1.46459944971866e-06
"DPP10",-7.93068647908513e-06,-2.18589229916688e-05,-1.23782763239433e-06,3.94349399357452e-06
"RBM47",-5.61051638214849e-06,-5.12001952301944e-06,2.2770739178668e-06,2.17037518268626e-06
"SULT1B1",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"AFM",-5.25653786098701e-06,-2.64119739767921e-06,7.07781509845518e-06,5.54190137336263e-06
"KIAA1244",-6.32562387181679e-06,-1.05680755950743e-05,-1.46909969771514e-05,-1.20807753773988e-05
"GRM8",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"BCL11A",-9.25390486372635e-06,-3.45749176631216e-05,-3.27835846292146e-06,-4.5961583055032e-06
"BSN",4.12530283711021e-07,-9.40943209570833e-06,6.92201183483121e-06,4.47798129243893e-06
"SHROOM3",-3.43546230396896e-06,5.03260434925323e-06,9.27830751606962e-06,1.12419354536542e-06
"FOXP2",6.59394174817862e-07,-2.05379856197396e-05,1.1101119525847e-05,9.33890078158583e-06
"WNT2",-5.59719865123043e-06,-1.92530915228417e-05,2.07806101570895e-06,8.49513708089944e-06
"ZDBF2",-4.91065748065012e-06,-1.66191093740053e-05,4.13975521951215e-06,4.9946964963965e-07
"PCSK2",-6.03801663601189e-06,1.71310693986015e-05,-8.90818591869902e-06,-3.06313336295716e-06
"TNXB",8.52767425385537e-06,-3.73212537851941e-06,6.45820773570449e-06,4.34146336658614e-08
"AK7",-1.43303605000256e-05,-1.1391362932045e-05,1.20077156680054e-05,3.12831980409101e-06
"PRDM9",-8.17842646938516e-06,-2.43622835114365e-05,1.28990786834038e-05,3.4689410313149e-06
"PKHD1L1",7.02013210229779e-07,1.08288559204084e-05,4.65496486867778e-06,7.54607617636793e-06
"MACF1",-1.21684433906921e-05,-5.17785811098292e-05,-5.38287622475764e-07,-1.44235536936321e-05
"LYST",-4.70043551104027e-06,-1.43471406772733e-05,-8.662864274811e-06,-4.35375659435522e-06
"MUC2",5.94002494835877e-06,1.36250064315391e-05,-6.53211172902957e-05,-1.66288646141766e-05
"GOLGA8DP",-1.79886956175324e-05,-4.32251617894508e-05,-1.66925183293642e-05,-3.93749587601633e-06
"LOC645752",-1.7527769159642e-05,-3.67380016541574e-05,-1.36779590320657e-05,4.92421304443269e-06
"SCN7A",-7.41650501367985e-06,-3.01197596854763e-05,-5.98204269408598e-06,-3.59551700057636e-06
"DCHS2",-2.26483280130196e-05,-5.95268538745586e-05,-1.30429698401713e-05,-2.57075657827954e-06
"SLC6A19",-6.36916411167476e-06,-1.46417378346086e-05,-2.19488247239497e-05,3.32453237206209e-06
"MAGEA6",-6.30897056907997e-06,-3.06347428704612e-05,-8.67395556269912e-06,4.32072829426033e-06
"HIVEP3",3.08963421957742e-06,6.50410675007151e-06,2.24464747589082e-05,1.17448180390056e-05
"MYH7B",6.86827831941628e-07,2.3569346012664e-06,-4.73288037028397e-06,1.37912365971715e-05
"SCN2A",7.77944023866439e-06,3.11171388602816e-05,-8.70953226694837e-06,9.57940756052267e-06
"SLC4A7",4.07389416068327e-06,9.341599252366e-06,3.69491294804902e-06,1.31470017095126e-06
"RPL5",-5.56400163986837e-06,-1.29285472212359e-05,-4.10842221754137e-06,-4.23344727096264e-06
"MYO3A",1.37954939418705e-05,8.19051911093993e-06,3.0210096610972e-06,-4.06575736633386e-06
"TEAD1",4.59504326499882e-06,8.22704441816313e-06,-5.59722639081883e-06,4.43318668885695e-07
"OR5M3",-3.77163769371691e-06,-7.57915722715552e-06,6.15035469309078e-06,9.71113422565395e-06
"FAT3",3.65701043847366e-06,-1.2395772500895e-05,2.34074036598031e-06,-6.71399675411521e-06
"EXPH5",1.53179883000121e-06,-3.70786910934839e-05,2.8785596441594e-05,-7.46555315345176e-06
"ZNF814",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"SLC9A4",-4.14625537814572e-06,-1.7475089407526e-05,4.13492762163514e-06,9.47387343330774e-06
"EPHA5",6.03576154389884e-06,9.84254165814491e-06,-2.98519194075197e-06,1.26532850117655e-05
"FGA",-1.07126152215642e-05,-6.09647349847364e-06,-9.18189562071348e-06,-8.58144812809769e-06
"ADAMTS2",-3.85712291972595e-06,1.44811947393464e-05,2.275533233842e-06,-3.34676110469445e-06
"TREML2",3.33545335706731e-06,2.19099692913005e-05,-7.19598256182508e-06,8.96670485417417e-07
"BRAF",-1.74460419657407e-05,-4.07170045946259e-06,1.40250085678417e-06,-1.52898383021238e-06
"USP9X",1.30271118905512e-05,5.70031625102274e-06,-1.82457897608401e-05,-7.91000911704032e-06
"SPAG17",-3.40595070156269e-05,-3.41464401572011e-05,-2.8342616133159e-05,-3.34656817813084e-08
"HMCN1",-1.37514291509433e-06,-2.94423944069422e-06,-2.5977583391068e-06,5.78957315156003e-06
"OR8K3",-5.02558214066084e-06,-1.59679730131757e-05,-1.3994385881233e-05,-4.84098200104199e-06
"TRHDE",-3.57741555490065e-06,-1.67500929819653e-05,-1.19960168376565e-05,-4.92813455821306e-07
"FLT3",-5.27104248249088e-06,-1.78529116965365e-05,-1.45245303428965e-05,2.61257969214057e-06
"REXO1",2.47692400989763e-06,2.35852417063143e-06,4.35973106505116e-06,4.71432895210455e-06
"KIAA1109",-3.05000594380544e-06,7.44082115033962e-07,-2.11157157536945e-06,-1.7412128727301e-05
"MXRA5",-3.41032455253298e-06,-1.4513732821797e-05,-1.36224543894059e-05,4.87873558085994e-06
"MAGEB1",2.47097005967589e-07,-1.10050905277603e-05,4.00900535169058e-06,4.77572393720038e-06
"SLC6A14",-3.85712291972595e-06,1.44811947393464e-05,2.275533233842e-06,-3.34676110469445e-06
"DSG4",-1.36951484819292e-05,-1.00298420875333e-05,-3.0749245070183e-06,1.99270357370551e-06
"CHD5",5.23450808032067e-06,5.15657393407309e-06,-1.08081064809085e-06,-6.11301766184624e-06
"WDR65",-4.7336948227894e-06,-2.36403479902947e-06,-9.28481881601328e-07,4.79462823932408e-06
"PTPRF",-3.51269886778027e-06,-1.94687945622718e-05,2.29586504474355e-07,9.21103492146358e-06
"ACSM2B",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"SCN9A",-5.40429800821585e-06,-9.8952723419643e-06,-1.14392285865961e-07,4.74435046271537e-06
"NDST4",-1.03653701444273e-05,-2.98076283797855e-05,-8.28481825010385e-06,9.24354208109435e-06
"ABCA13",-8.54107383929659e-06,-1.47525579450303e-05,2.8354827009025e-05,-2.4896944523789e-06
"TRPV6",-4.00466342398431e-06,-6.61579906591214e-06,-4.37732251157286e-06,9.01891598914517e-06
"HTR5A",-1.1631512279564e-05,-1.04244154499611e-05,6.28582938588806e-06,7.64061314839637e-06
"TEX15",-2.18261106965656e-06,-1.79920498339925e-05,2.79574510386738e-06,-7.88511624705279e-06
"HSD17B7P2",-1.04923710750882e-05,-3.80553028662689e-05,-8.71574320626678e-06,1.79221132157181e-07
"MUC5B",-7.30083365851897e-06,-1.95521388377529e-05,-1.35010850499384e-05,-6.95969129083096e-06
"NOX4",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"FBN1",3.19140349347435e-06,-2.95972622552654e-05,5.74943032916053e-06,3.36391758537502e-06
"PEG3",-8.70906569616636e-06,-2.90979896817589e-05,-7.96157678450982e-07,5.63802768738242e-06
"KDR",-8.46390503284056e-06,3.48825778928585e-05,-4.99268026032951e-06,9.95080790744396e-06
"MAGEB4",1.88516219168378e-06,1.59581923071528e-05,1.76905473381339e-06,4.99264706377289e-06
"USP11",6.25567145107198e-06,3.21889056067448e-05,-6.15245937751752e-07,1.37080123749911e-05
"MYH1",3.46819729202252e-06,7.28734858057578e-06,-1.04276186903007e-05,3.40723568115209e-06
"NLRP5",-8.82601943885675e-06,-1.80119732249295e-05,-8.06626303528901e-06,-2.95536005978647e-06
"TNRC6A",1.56994519784348e-06,1.73313655977836e-05,3.43068768415833e-06,1.64369771482598e-06
"MACC1",-8.1272019087919e-06,-2.66666211246047e-05,6.31503144177259e-06,1.13832757051568e-05
"SH2D3C",-4.27063383767745e-07,-1.18380639833049e-05,-5.38997664989438e-06,-4.67035579276853e-06
"SYCP1",5.74094428884564e-06,7.9264492569564e-07,1.08996564449626e-05,-1.28238423258153e-06
"NBEA",-2.57074270848534e-06,4.16363991462276e-06,-8.23441041575279e-06,-7.96313452156028e-06
"OTOA",-1.06640627564047e-05,2.08097881113645e-05,-4.62523394162417e-06,-8.1622365541989e-06
"UNC45B",4.19849357058411e-06,6.68711118123611e-06,-1.4697015103593e-05,3.31221690430539e-06
"UNC13A",-1.69902261859534e-06,4.03030389861669e-06,-2.32112652156502e-05,-7.45339139029966e-06
"KIAA1324L",4.87962051920476e-06,6.62100001136423e-06,-9.00778161394555e-07,-7.34609830033151e-06
"PTPN11",-2.87693274003686e-05,6.62321826894186e-06,1.53386718011461e-05,4.93210654894938e-06
"OR10C1",-6.49909407002269e-06,-4.05302635044791e-05,3.55670704266231e-06,-2.15602563002903e-06
"SVEP1",-5.52572555534425e-06,-2.86301769847341e-06,-5.24396384093961e-08,-4.24200692350496e-07
"TACR3",3.51802100340137e-06,5.12560427523567e-06,-5.84391864322242e-06,-3.87094178222469e-06
"KAT6B",5.06715105075273e-06,8.31990334404509e-08,-5.79954030399676e-05,-1.36464805109426e-05
"RBBP6",9.03095838111767e-08,-7.17099283065181e-06,-1.02241074273479e-05,5.38568565389141e-06
"HEATR5A",-2.45580463342776e-06,-9.50016419665189e-06,-1.03557731563342e-05,-8.44735313876299e-06
"SPINT1",1.88516219168378e-06,1.59581923071528e-05,1.76905473381339e-06,4.99264706377289e-06
"MYH11",-8.1417665569461e-06,1.12523684947519e-05,-1.28486262838123e-05,-3.40898122885847e-06
"CDC27",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"CCDC158",2.07739321922418e-06,-1.53486889757914e-05,5.23911648997455e-06,-2.54019892054203e-06
"PCDHA3",-5.93748018218321e-06,1.49417946886388e-05,1.91512435776531e-06,6.89272565068677e-06
"CXorf22",-6.45327963866293e-06,-3.44261570717208e-05,-5.88507987231424e-07,1.55442812683759e-05
"C8B",-5.53530753677478e-06,-1.20241274998989e-05,-5.4417505452875e-06,3.84115764973103e-06
"TDG",-9.50154935708269e-06,1.3279854101711e-05,1.25438409668277e-05,-1.06225195395382e-06
"SYT16",-4.52734047939884e-06,-8.80464722285978e-06,-5.83304836254683e-06,3.76847538063885e-06
"DNAH2",-1.33125286083668e-05,-1.34034889924806e-05,-1.47532209666679e-05,-4.82387622469105e-06
"MYH13",-9.5954283096944e-06,-1.39557023430825e-05,6.80008906783769e-06,-1.09446250462497e-06
"DSC2",2.92175127469818e-06,9.47472869938792e-07,-6.79403092362918e-06,-4.02489695261465e-06
"MYO9B",-1.12195830297424e-05,-9.50775029195938e-06,-7.65297500038287e-06,-8.61720036482438e-06
"CAD",3.22809955832781e-06,2.17724827962229e-05,-1.76392131834291e-06,1.06652362319437e-06
"YSK4",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"FGD5",-1.28665660668048e-05,-2.65384437625471e-06,-1.49564539242419e-05,1.34849403821136e-06
"FAM71B",-1.75902532646433e-05,2.91880678560119e-05,-2.22541120820097e-06,1.35819418574101e-05
"MDC1",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"C6orf170",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"CALCR",-1.08156664282433e-05,-2.31846206588671e-05,-1.22546662169043e-05,-4.94005689688493e-07
"ACACA",4.00927228838555e-06,-3.17664080284885e-06,1.2259659342817e-05,-5.4149945754034e-06
"SCN1A",-1.16879145934945e-05,-2.12227350857574e-05,1.16556420834968e-05,-4.24382562869141e-07
"CDH23",-2.53482357948087e-06,1.95525644812733e-05,-5.60940679861233e-06,6.45574118607328e-06
"LRP1",-4.7619823817513e-06,-4.36800983152352e-05,5.12031704147375e-07,-2.35082507060724e-06
"EPB41L3",-7.61863429943332e-06,2.25925869017374e-05,2.70065061158675e-06,5.70299562241416e-06
"PSD4",-1.11803019535728e-05,-1.42240810419025e-06,-3.38661402565776e-06,8.88876184035325e-06
"MYO15A",-2.70920480716086e-07,3.3948765576497e-07,-2.36660598602612e-05,1.08260144315864e-06
"NBEAL2",-2.90677166958631e-06,-1.98810030269669e-05,2.30222667596536e-06,-3.60458625436877e-06
"RGS12",9.75792659119179e-07,6.99681777405203e-06,3.25712221638241e-06,1.95761367649538e-06
"CDH9",-4.56755515187979e-06,-8.2958695202251e-06,-5.38564336238778e-06,1.1105064459116e-06
"CARD11",-2.95673544314923e-05,-5.49793621757999e-05,-3.07293448713608e-05,2.07051266443159e-06
"TIE1",-8.71876818564488e-06,9.97437109617749e-06,3.49943525179697e-06,-2.3787360987626e-06
"TGM3",-1.02813537523616e-05,4.28518978878856e-06,-8.09563789516687e-06,3.36781909027195e-07
"PREX1",-3.68760288438352e-06,-1.39270878207753e-05,-4.00007775169797e-06,6.11284622209496e-06
"PRIC285",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"MYO18B",-3.85712291972595e-06,1.44811947393464e-05,2.275533233842e-06,-3.34676110469445e-06
"CNTN6",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"RGNEF",-4.96729762744508e-06,1.12020370579557e-05,1.29131035464525e-06,-3.96202540287049e-06
"SYNJ2",5.40071641808026e-06,1.09399461507564e-05,8.07866854302119e-07,5.2439372666413e-06
"SPAM1",1.44184537020919e-06,1.05171493487433e-05,1.30157707189937e-06,-3.62075184057176e-06
"MYH8",-1.01135283330223e-05,-3.64509869541507e-05,-5.89942328588222e-06,4.6154218580341e-06
"ODZ4",-1.10949604277266e-05,-2.32490492635407e-05,-9.37545337365009e-06,8.89055172592634e-06
"DUOX2",1.43381373618467e-06,1.62119704327779e-05,-7.57750569846394e-07,-3.74848764295166e-06
"CNOT1",4.06522758567007e-06,1.39706789923366e-05,7.97472603153437e-06,-9.94304446066963e-06
"MYH4",8.21565299702343e-06,1.63709355547326e-05,-4.65458106191363e-06,-7.13395729690092e-06
"DNAH9",2.62672620010562e-06,2.96298549073981e-05,-3.45839157489536e-06,1.93966434380854e-06
"SETBP1",-4.19811613028287e-06,-1.07067671706318e-05,-3.95682218368165e-06,4.17352157455753e-06
"CYP4F12",-3.03720594274637e-06,-2.62440898950445e-05,-4.17583078160533e-06,1.17645026875834e-06
"TMPRSS6",-1.99497862922726e-05,-4.90443380840588e-05,-1.40721631396445e-05,6.73613885737723e-06
"CP",3.74232581634715e-06,-9.90307671600021e-06,-1.91482649825048e-06,-3.22971050081833e-06
"SPEF2",-6.14336158832884e-06,-4.12089548262884e-07,-8.769618034421e-06,-3.02818693853624e-06
"CFTR",-2.48487299359113e-06,-2.77220733551076e-05,-1.44321365951328e-05,1.36138999096147e-06
"FER1L6",-1.36282233142992e-05,6.20668197370833e-06,-3.08618882627343e-06,-6.09435392107116e-06
"ADARB2",7.53365043237864e-07,-3.64571533282287e-05,-3.39344569511013e-06,-4.51838195658638e-06
"OR5D14",-9.8511952728586e-07,-1.84475120477146e-05,-7.27404540157295e-06,2.91574110633519e-07
"GABRG2",3.5153818771505e-06,-9.55292580329115e-06,-1.40689712679887e-06,-3.4754687021632e-06
"CYP2C19",-5.48461457583471e-06,1.79319067683537e-05,-9.48490651353495e-06,-6.61064814266865e-06
"DCHS1",4.4465987230069e-06,3.68869332305621e-05,3.61755587618973e-06,-2.19296498471522e-06
"MSL3",-3.7606769183185e-06,9.82413985184394e-06,-1.69851750797534e-06,1.22666779134306e-06
"DDX5",1.24425264402817e-06,-1.85693352250382e-05,-2.51401506830007e-05,-1.22802093756036e-05
"PROKR2",-1.81853374670027e-05,-3.38922764058225e-05,-3.43354913638905e-05,1.99498458641756e-06
"SLCO6A1",-1.69618979271036e-05,-8.29501732368954e-06,-8.25213373900624e-06,-3.36476932716323e-06
"TRPV5",-4.01152965423535e-06,-1.38165032694815e-05,-2.25349922402529e-05,-7.6166465987626e-06
"ATAD2",-4.83763324155007e-06,-5.80007472308353e-05,-1.39219873744878e-05,-6.82300196785945e-06
"USH2A",-2.90865682472941e-05,-9.01485918802791e-07,4.10205893786042e-06,-1.33485427795677e-05
"AICDA",-2.4044486508501e-06,-1.092834645533e-05,-3.63514959644817e-06,-6.30303190973791e-07
"TCF12",1.02658232208341e-05,-8.48210561343876e-07,-4.58149588666856e-05,-4.26134920417098e-06
"WDR90",-6.03327407588949e-06,-9.74126487562899e-06,-4.80449989481713e-06,3.95283041143557e-06
"SIGLEC8",-5.51008315596846e-06,2.06635354516038e-06,-5.59976456315781e-08,-3.81452855435782e-06
"COL3A1",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"ADAMTS12",-5.03815772390226e-06,1.21887615023297e-06,-3.8341895560734e-06,3.82994176106877e-06
"BEND2",6.81827123116818e-06,1.21069924716721e-05,-7.51629067963222e-06,-2.77440722129541e-06
"TMEM132D",-3.45687885783263e-06,-1.81436043931171e-05,2.45646174334979e-06,2.57095575761923e-06
"TANC2",2.47291291088914e-06,9.3837688837084e-06,-2.02194883058837e-06,-3.59709065378411e-06
"ZNF681",-1.88001206424815e-06,1.44810246638372e-05,-4.92587287226343e-06,-7.57254247218953e-06
"FGG",-3.4708632483671e-06,-1.81312843778869e-05,1.96805649466114e-06,2.56795010500355e-06
"ANO4",3.76500525200996e-10,-1.09507569678868e-09,6.47388920249625e-10,-2.03500175044447e-10
"LAMA1",-1.83286865649279e-05,-2.38680240727263e-05,-1.16402579806163e-05,-4.10195025324356e-06
"SERPINB7",-2.69229021796491e-05,-1.82568437594455e-05,-8.32658770377748e-06,-9.71366807789309e-06
"CD22",-1.58797429321567e-05,-5.8362375057186e-06,-6.55178837405401e-06,4.68667531094979e-06
"CHEK2",3.06181686937634e-06,-1.22474275485729e-05,1.60617776145955e-06,-3.37227515956329e-06
"AHR",7.01192561791686e-08,2.29910274356371e-05,1.00399233815551e-06,-3.58168040293094e-06
"AGAP3",-1.75354603015876e-06,1.13652386062313e-05,-5.67538472751039e-06,-6.89375201545772e-06
"RUSC2",-6.45638601781684e-06,-8.88128761289408e-06,-2.35870702454122e-05,-4.41527026850963e-06
"MYOCD",-2.35545212490251e-05,6.03053535996878e-07,2.84640714198758e-06,6.43941029920825e-06
"WASH2P",-5.94079847360263e-06,-1.05410690593999e-05,2.22398011828773e-06,2.23800816456787e-06
"CARD6",-2.55970153375529e-05,2.74841136160831e-06,1.38635300572787e-06,-6.8325662141433e-06
"HEATR7B2",-1.80893439392094e-05,-1.94346448552096e-05,-2.48280343839724e-06,5.37752748641651e-06
"PCDHGB3",-4.15898193750763e-06,-1.99648784473538e-05,-4.97839027957525e-06,-3.90387810966786e-07
"SLIT3",-4.93092238684767e-06,-8.27808707981603e-06,-3.36717266691267e-06,4.19055595557438e-06
"GRM6",-1.11062299765763e-05,-2.34143935813336e-05,-1.31966871776967e-05,7.216490303108e-06
"KIAA1751",-5.56400163986837e-06,-1.29285472212359e-05,-4.10842221754137e-06,-4.23344727096264e-06
"HEPHL1",-1.02729190984974e-05,-2.60310262092389e-05,8.06338391612371e-07,-2.3407210392179e-06
"KRTAP4.11",-1.19794904094306e-05,-2.05606502277078e-05,2.10862049243588e-06,7.01436010785983e-06
"VAV1",-2.23156371248479e-06,2.98109098366695e-05,4.12566078011878e-06,1.06324648641021e-06
