"","Factor 1","Factor 2","Factor 3","Factor 4"
"TPTE2",-1.78602522282745e-06,-2.94805668090703e-05,4.27124496127362e-06,9.94486617855728e-06
"PCNX",-1.23534700833261e-05,-6.19823913439177e-06,7.87422777648317e-06,5.69652775084251e-06
"TJP1",6.22479092271533e-06,2.8982611866013e-07,1.81889424766268e-06,-2.32219508689013e-06
"FCGBP",-1.25047708934289e-05,-4.37482121924404e-05,1.45509311550995e-05,-4.8201331992459e-06
"PCDHGA2",1.66765016729187e-06,8.25971983431373e-06,3.16397654387401e-06,4.38030383520527e-06
"MLL3",-6.58183171253768e-06,-8.58620569488266e-06,2.55864119935723e-06,2.0849947759416e-06
"ZNF618",-2.83142844637041e-06,-5.92194510318222e-06,-9.16440421860898e-06,-1.43497436511097e-06
"LRRC7",3.25648147736501e-06,4.88885143568041e-06,-1.01135619843262e-05,3.12563429361035e-06
"PDE4DIP",-5.22048867424019e-06,-1.86121324077249e-05,-6.94230993758538e-06,4.18796025769552e-06
"CACNA1E",-5.57066869077971e-06,-2.18793484236812e-05,-1.33337891838892e-06,1.74346350831911e-05
"PTPRC",-6.5020458350773e-06,1.04918690340128e-05,7.15566784492694e-06,-1.05903268377006e-06
"RAB3GAP2",3.37665255756292e-06,1.15145053314336e-06,6.34029674984049e-07,4.55073950433871e-06
"NAV2",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"VWF",2.80224867310608e-06,1.28079645946855e-05,-7.1039153226593e-06,3.56696591552463e-06
"DNAH10",7.42493739380734e-06,4.15444264945108e-06,-1.10119908640627e-05,1.58831085173006e-07
"POTEF",-4.26318592872121e-06,1.19339902084903e-05,2.293668103448e-06,-3.08993912767619e-06
"FLNB",8.9549621407059e-06,1.43012675835053e-05,-2.01879561245732e-06,8.76958529261174e-06
"PHLDB2",-4.14080261634808e-07,2.14723195313127e-06,-1.04535083664814e-05,-2.97252040581952e-06
"FAM83B",-6.89876060278038e-06,-2.86257886727981e-06,4.62453363070381e-06,1.6939517308856e-06
"HUWE1",-1.30322291624907e-06,-1.29714926515589e-05,-1.07713012766908e-05,8.64100735409323e-10
"OGT",5.08705261381692e-06,-8.2750930232578e-06,-1.84624752819218e-06,1.39956619022996e-05
"OR52M1",-8.14433860796271e-06,5.41931422048947e-06,-2.40377090676702e-07,3.83927545044571e-06
"LILRA6",-1.09410366349039e-05,-2.76889795713942e-06,-1.16976707431604e-05,-7.8766579463263e-06
"ATP9A",-8.31272427603835e-06,-8.84230030351318e-06,2.44467241827806e-06,1.23134725527052e-06
"CASR",-1.02841604530113e-05,-1.51875537994783e-05,4.87613579025492e-06,-1.03951251730905e-05
"COL6A6",-4.71564635518007e-06,-3.35085786673517e-07,-8.89534658199409e-06,-4.44888974016067e-06
"EGF",-1.36571179609746e-06,1.1944268408115e-05,-2.86882586806314e-05,-5.52360143046826e-06
"NOX3",-4.71564635518007e-06,-3.35085786673517e-07,-8.89534658199409e-06,-4.44888974016067e-06
"CYP3A5",-1.16035953396931e-05,-7.58096530262264e-06,1.81745326699456e-06,3.55913385874373e-07
"NOS3",-2.65260200649209e-06,-1.09217432964215e-06,-2.54100677921087e-06,-6.28760653853533e-06
"PCDH19",-3.44766631314997e-05,-4.88718569613411e-06,-1.00687166195712e-05,5.49285050510662e-06
"KSR2",-7.42234169592848e-06,-4.03957565140445e-05,-3.95303595723817e-06,1.82580970431445e-05
"IDH2",2.39360342675354e-05,0.000170327301020734,-7.09864107193425e-05,-3.41566206429889e-08
"SELE",-1.10676467102166e-06,-2.14727078855503e-05,-1.02955909824232e-05,3.06909760183771e-06
"SI",-2.10242451430531e-05,-2.18436489376472e-05,-1.79827766260132e-05,2.60971646639518e-05
"FSTL5",9.83646441454766e-06,-3.04653440252878e-05,-3.97212788811885e-05,-8.29265172797022e-06
"PSD3",4.46931244368898e-06,5.57117573407595e-06,-1.70669027284021e-05,6.40281223240891e-06
"KCNU1",7.48726790789078e-07,-2.04984689844423e-06,-2.61116056208266e-05,-4.38077086073463e-06
"NUP210L",-1.07604219010682e-05,-7.37938626116375e-06,-3.41005288646556e-05,-1.14501499410835e-05
"SIPA1L2",-1.45429794429219e-05,-1.62223750521662e-05,-1.47063337863074e-06,2.25273038267915e-06
"LTBP2",-2.83310964732664e-06,-1.70436524058459e-05,-1.56373971549328e-05,-7.84475832915632e-06
"RLTPR",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"ANGPT4",3.25648147736501e-06,4.88885143568041e-06,-1.01135619843262e-05,3.12563429361035e-06
"ADAMTS19",-5.10423933519633e-06,-1.08509038909688e-05,-2.43302383751143e-06,-3.97438361687819e-06
"RFX6",-2.27793861995451e-06,-4.23035180574516e-06,-5.66632070331252e-06,2.02157352191534e-07
"PIK3CG",2.94135247713712e-06,-4.78928131997236e-06,-1.22304227261338e-05,-8.10545498097781e-06
"TMC1",1.95968300431559e-06,1.0173064765695e-05,-5.23212975167553e-06,4.2001593101304e-06
"COL5A1",-5.7959659898188e-06,-1.18675679914304e-05,-5.21567744726781e-06,-3.23210724673118e-06
"ACRC",-1.99881105800159e-06,-3.50046207131527e-07,-1.90736318472773e-05,7.35675394025748e-06
"COL4A6",4.47612728748936e-06,1.03643160400679e-05,-1.31435845105443e-05,-3.54635204757869e-07
"KIAA1217",6.86156135998317e-06,2.11029491765657e-05,-1.78463742486201e-05,-4.01814713768545e-06
"TRPM1",4.1468351810181e-06,1.9063001673203e-05,-1.14235926957917e-05,5.26732094385807e-07
"ENAM",-8.62877186591504e-06,2.16327534872107e-05,-1.58265684149228e-05,-1.17322833830258e-05
"FAT1",5.83458540859283e-06,7.69319831306348e-06,-7.35623825676157e-06,4.05095875066763e-07
"PLEC",-4.09226004194352e-06,-4.78497440781211e-06,-2.09894460567739e-05,-1.50193400259013e-05
"CSMD2",-6.84064434608445e-06,7.17392686055973e-06,1.51132053360925e-06,-2.30259956879308e-06
"COL12A1",2.66969641415926e-06,-6.79339382259059e-06,5.32973808731185e-06,2.55686904893082e-06
"FAT4",-6.30128442935529e-06,1.12594680103939e-05,9.10921335162129e-06,5.42877296538791e-06
"MTOR",7.07948311173823e-06,-2.08116352951038e-06,-2.61466266238131e-05,-1.51272536186298e-06
"ADAM30",2.54013070843939e-06,-3.97145822716993e-06,3.70786551684432e-06,4.69875340058934e-06
"FLG",-3.83863189199474e-05,-9.49352227053168e-07,-1.37726792672765e-05,2.60532106040046e-05
"LOC647288",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"CLCN7",7.3602967631814e-07,6.35078549748869e-06,2.13204955912261e-07,-3.42824887411552e-06
"ABCA10",1.30087028082926e-06,-7.90984904597281e-06,9.98221821646439e-06,-2.07450011657784e-06
"FBLN2",6.22325103449839e-07,1.96613691514358e-05,-3.04008494822483e-06,-3.49674996868998e-06
"SCN10A",-3.30092689182493e-06,9.86693180493603e-08,1.26197592180688e-05,3.10884342979989e-06
"SDHAP2",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"CDH18",-1.98506058950443e-05,-1.74181986949407e-05,-3.46615433954867e-06,1.42330973176286e-05
"COL27A1",-6.35854303254746e-06,1.59258361236425e-05,-2.29137503993115e-06,8.82876236119046e-07
"PTPN14",3.02447142530582e-06,4.63777178083546e-06,5.76118554818095e-06,-5.42225325261825e-06
"MGAT4C",-6.33251102044596e-06,-6.25338680038112e-06,1.02994963526726e-05,-1.08134463516762e-06
"CELSR3",-8.44300575408852e-06,-2.36307482737175e-06,9.9940725704073e-06,-1.05154676930397e-05
"ABLIM3",-1.01876812550472e-05,-7.67335041018669e-06,2.92574941340717e-06,1.30486387206474e-06
"PKHD1",-3.48367793776561e-05,-5.47014824405778e-05,-8.10352412372595e-06,-8.15529529063497e-06
"CDK13",-5.1976667236886e-06,1.14446538646007e-06,7.10511494617094e-06,-2.5303224902018e-06
"CREBBP",-2.46231775236083e-05,-2.32565780606819e-05,-1.89461279660463e-05,-7.47231615605415e-06
"PSG8",-2.09911213460146e-05,-2.81577340501826e-05,-7.18192904969328e-06,1.03921611298574e-05
"DYSF",-1.13261303340551e-05,1.11873223431758e-05,5.81824360779137e-06,1.37734184590954e-06
"DPP10",-8.78738683240954e-06,-1.79198268597247e-05,-1.02497858733841e-06,3.6572073440766e-06
"RBM47",-6.22309107711772e-06,-4.20402557210764e-06,2.60361025539169e-06,2.02189016818011e-06
"SULT1B1",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"AFM",-5.82275106353336e-06,-2.01543412003957e-06,7.7575896284543e-06,5.1507313401089e-06
"KIAA1244",-6.9850534600846e-06,-8.89572766027413e-06,-1.60031449922826e-05,-1.12592861114535e-05
"GRM8",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"BCL11A",-1.02533376775682e-05,-2.83143781416584e-05,-3.1160682283371e-06,-4.21546201323508e-06
"BSN",4.51458021188955e-07,-7.54791244617081e-06,7.61976070862147e-06,4.1699440771481e-06
"SHROOM3",-3.80176243197639e-06,4.35339234172716e-06,9.99482745100977e-06,1.07158473383606e-06
"FOXP2",7.0965853637972e-07,-1.65921719599282e-05,1.24604748634738e-05,8.71683369041421e-06
"WNT2",-6.20726405031746e-06,-1.57187623699429e-05,2.57078454524162e-06,7.88406669016695e-06
"ZDBF2",-5.45002467333688e-06,-1.35284435600624e-05,4.84761540064937e-06,5.09314702412667e-07
"PCSK2",-6.6636894189287e-06,1.38937220981461e-05,-9.9861208582297e-06,-2.89064450953447e-06
"TNXB",9.42692076932872e-06,-2.93856896860234e-06,7.07997469362454e-06,7.5894831752521e-08
"AK7",-1.58735474542482e-05,-9.01376915862784e-06,1.33048715724726e-05,2.95891095447587e-06
"PRDM9",-9.06362129171612e-06,-1.96270757442107e-05,1.43595671033836e-05,3.28392275150691e-06
"PKHD1L1",7.70500889757386e-07,8.93327887752093e-06,5.12563701704494e-06,6.99491829436738e-06
"MACF1",-1.35082445922308e-05,-4.23842138843611e-05,2.46873071318987e-07,-1.33016783365747e-05
"LYST",-5.20657886227127e-06,-1.19114574772539e-05,-9.20198090170743e-06,-4.03749800170772e-06
"MUC2",6.59798570268322e-06,1.02513613455812e-05,-7.14738271199167e-05,-1.57162212417461e-05
"GOLGA8DP",-1.99444275494898e-05,-3.57273675035685e-05,-1.71959509316366e-05,-3.63463709618372e-06
"LOC645752",-1.9421417164267e-05,-3.03396409435663e-05,-1.41515565701411e-05,4.5338065319811e-06
"SCN7A",-8.2193337220815e-06,-2.47610332735348e-05,-6.13804422755493e-06,-3.31225055560935e-06
"DCHS2",-2.5103370717261e-05,-4.89194826513994e-05,-1.32370923893177e-05,-2.35568882089865e-06
"SLC6A19",-7.06285800333717e-06,-1.24565040096059e-05,-2.33260670938762e-05,3.00449823953386e-06
"MAGEA6",-6.98582425684435e-06,-2.52034133154666e-05,-9.16787757887505e-06,3.96420546167064e-06
"HIVEP3",3.42396856467531e-06,5.79343122808496e-06,2.40767149080057e-05,1.09518032331835e-05
"MYH7B",7.77448349253973e-07,1.91060075849236e-06,-5.42780480827787e-06,1.27332577903871e-05
"SCN2A",8.63581226440147e-06,2.53085945587372e-05,-9.94407855614554e-06,8.76974354468985e-06
"SLC4A7",4.51453570349258e-06,7.72235398471821e-06,3.83303950002301e-06,1.21344646686339e-06
"RPL5",-6.16911984252511e-06,-1.06794477687799e-05,-4.16698503613588e-06,-3.897236638295e-06
"MYO3A",1.52841821545735e-05,6.81624123899383e-06,2.96564326163207e-06,-3.76107072952436e-06
"TEAD1",5.10849986312678e-06,6.66101186652668e-06,-6.51925529382424e-06,3.45354521869012e-07
"OR5M3",-4.17952651332598e-06,-6.07028187005199e-06,6.77694197293022e-06,9.01395196706289e-06
"FAT3",4.04455113311997e-06,-1.01425666798605e-05,2.60528736362176e-06,-6.17894556853571e-06
"EXPH5",1.68561348345975e-06,-2.97930200758856e-05,3.14888493448962e-05,-6.75475166644901e-06
"ZNF814",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"SLC9A4",-4.61085255665239e-06,-1.42536209750688e-05,4.8878728193813e-06,8.810654435365e-06
"EPHA5",6.70122062729206e-06,8.04662249720423e-06,-3.59923410542251e-06,1.16708615678363e-05
"FGA",-1.18656962513342e-05,-5.1843280743924e-06,-9.74044178292388e-06,-7.95069536252413e-06
"ADAMTS2",-4.26318592872121e-06,1.19339902084903e-05,2.293668103448e-06,-3.08993912767619e-06
"TREML2",3.7049796901556e-06,1.78115842572879e-05,-8.08512231742498e-06,7.70684096096375e-07
"BRAF",-1.93291598407086e-05,-3.33561433762952e-06,1.91756589629222e-06,-1.36899052449735e-06
"USP9X",1.44283922054456e-05,4.29579222327447e-06,-2.0000641598017e-05,-7.40019959266647e-06
"SPAG17",-3.76405550923664e-05,-2.83666922769044e-05,-3.0477956897812e-05,-1.31483247400865e-07
"HMCN1",-1.54195686263847e-06,-2.50441507887444e-06,-2.43599788518623e-06,5.36235211257008e-06
"OR8K3",-5.56141003471566e-06,-1.33263783936854e-05,-1.50166342791636e-05,-4.51398227596655e-06
"TRHDE",-3.95892311644275e-06,-1.39170651891618e-05,-1.28156307255267e-05,-4.91773676003504e-07
"FLT3",-5.8423429436516e-06,-1.48802819239791e-05,-1.53860328282462e-05,2.37245626522053e-06
"REXO1",2.73031241704302e-06,1.95743700714957e-06,4.8008205340011e-06,4.37361177318962e-06
"KIAA1109",-3.37940218742006e-06,5.46066303286352e-07,-2.14468718695571e-06,-1.61908319569193e-05
"MXRA5",-3.7824042919965e-06,-1.21541979751782e-05,-1.44782998177106e-05,4.46183321400895e-06
"MAGEB1",2.58456708479571e-07,-8.94983531907201e-06,4.63572314401972e-06,4.44722081738291e-06
"SLC6A14",-4.26318592872121e-06,1.19339902084903e-05,2.293668103448e-06,-3.08993912767619e-06
"DSG4",-1.51583653860143e-05,-8.25944334792439e-06,-3.20781509799417e-06,1.83276904408558e-06
"CHD5",5.79019979340956e-06,4.18073886976345e-06,-1.15600494154933e-06,-5.6429685173498e-06
"WDR65",-5.23444032296538e-06,-1.92572474588815e-06,-1.03027150544222e-06,4.41480506196967e-06
"PTPRF",-3.90612194678397e-06,-1.59497321874369e-05,6.40972018572938e-07,8.5472365753958e-06
"ACSM2B",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"SCN9A",-5.9855960898858e-06,-8.0930358308251e-06,8.20800671874622e-09,4.38567121818778e-06
"NDST4",-1.14900403787033e-05,-2.45385635935236e-05,-8.40196207718691e-06,8.55270809552167e-06
"ABCA13",-9.43503710004734e-06,-1.15138009277871e-05,3.04280656564515e-05,-2.19988805838511e-06
"TRPV6",-4.43838916908135e-06,-5.51095308765071e-06,-4.56842417406733e-06,8.3276781879249e-06
"HTR5A",-1.28789351947489e-05,-8.3921077020932e-06,6.95999324307195e-06,7.09483947503031e-06
"TEX15",-2.42913256442989e-06,-1.47011014632881e-05,3.34849187311193e-06,-7.23950597603107e-06
"HSD17B7P2",-1.16378769234871e-05,-3.13093260047026e-05,-8.75011483003618e-06,1.84110149348271e-07
"MUC5B",-8.09639732324285e-06,-1.62763626576634e-05,-1.42086364576244e-05,-6.44940928395954e-06
"NOX4",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"FBN1",3.52051733898406e-06,-2.41076704696752e-05,6.53872211842099e-06,3.15273723572318e-06
"PEG3",-9.65168783295667e-06,-2.38089232880156e-05,-4.60434677052035e-07,5.23182961842394e-06
"KDR",-9.34874515223783e-06,2.85375608655158e-05,-5.70853899262147e-06,9.1483570940909e-06
"MAGEB4",2.08672508961172e-06,1.30556691146921e-05,1.84230748345726e-06,4.6059608393989e-06
"USP11",6.93317952027428e-06,2.63047986663878e-05,-9.88196575235634e-07,1.26734539662721e-05
"MYH1",3.84948907594662e-06,5.77748551222612e-06,-1.14943013613811e-05,3.07919458464312e-06
"NLRP5",-9.7929296316579e-06,-1.49067773236311e-05,-8.18982425698778e-06,-2.71372277893533e-06
"TNRC6A",1.74472256730951e-06,1.4236682545743e-05,3.58885881723836e-06,1.51916924551188e-06
"MACC1",-9.00118629942881e-06,-2.16849075513892e-05,7.09846290192218e-06,1.05850413092412e-05
"SH2D3C",-4.76483677402939e-07,-9.79845117399236e-06,-5.70549445910729e-06,-4.31911030318588e-06
"SYCP1",6.3511788539472e-06,8.67692733663716e-07,1.17902909551049e-05,-1.13551698177616e-06
"NBEA",-2.86275439975725e-06,3.16520799970021e-06,-8.66099708218826e-06,-7.36758647690294e-06
"OTOA",-1.18029456643853e-05,1.69361337611917e-05,-5.01169597555418e-06,-7.55893688619835e-06
"UNC45B",4.66359369966085e-06,5.23064500157489e-06,-1.6258492905763e-05,2.96386588161113e-06
"UNC13A",-1.8560901935416e-06,2.89897548100271e-06,-2.55295435636071e-05,-7.00560167388176e-06
"KIAA1324L",5.40044175068033e-06,5.35507297172444e-06,-1.01610112324124e-06,-6.78836158840568e-06
"PTPN11",-3.18273014272563e-05,5.73768375033978e-06,1.6773048628238e-05,4.6257864596555e-06
"OR10C1",-7.21166088624159e-06,-3.30482180288527e-05,4.3897866817133e-06,-1.92564812095952e-06
"SVEP1",-6.12489066043054e-06,-2.37598578678444e-06,1.05355375978888e-07,-3.77283100760906e-07
"TACR3",3.89753995477804e-06,4.06682420361903e-06,-6.40856069367146e-06,-3.60096919393982e-06
"KAT6B",5.62330251341336e-06,-7.75315527334897e-07,-6.28007692284882e-05,-1.28572473840904e-05
"RBBP6",1.00332002261894e-07,-6.08523669143324e-06,-1.10064702312229e-05,4.9280388338957e-06
"HEATR5A",-2.72728334493877e-06,-8.01238002168247e-06,-1.09597149275942e-05,-7.82673760113539e-06
"SPINT1",2.08672508961172e-06,1.30556691146921e-05,1.84230748345726e-06,4.6059608393989e-06
"MYH11",-8.99585120350821e-06,9.00062332220841e-06,-1.40869715323788e-05,-3.21189986607351e-06
"CDC27",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"CCDC158",2.29791453421058e-06,-1.24494299598155e-05,5.74697014599224e-06,-2.31197554967366e-06
"PCDHA3",-6.56869633530732e-06,1.22829505926347e-05,1.98862176148396e-06,6.36209279036848e-06
"CXorf22",-7.16329941496952e-06,-2.81754128081957e-05,-2.20452108123936e-07,1.44685300256242e-05
"C8B",-6.12828125667875e-06,-9.92542391031748e-06,-5.75144804315642e-06,3.5290529467602e-06
"TDG",-1.05339622678002e-05,1.10644668893656e-05,1.37870865728473e-05,-9.09158018203016e-07
"SYT16",-5.00436226502643e-06,-7.28579425413045e-06,-6.31328111921903e-06,3.44846057487302e-06
"DNAH2",-1.47214013850316e-05,-1.12265743155149e-05,-1.59598093887325e-05,-4.51129744760692e-06
"MYH13",-1.06175357359461e-05,-1.12681327664177e-05,7.42666770747746e-06,-9.74237423179147e-07
"DSC2",3.23975109495223e-06,6.57182226859732e-07,-7.50882918509888e-06,-3.75332456314936e-06
"MYO9B",-1.24177777252044e-05,-7.93910203356063e-06,-8.13370752439369e-06,-7.98127166490303e-06
"CAD",3.5886982914235e-06,1.78257359948475e-05,-2.23281404032605e-06,9.47457976963051e-07
"YSK4",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"FGD5",-1.42267244882532e-05,-2.376526936132e-06,-1.62374617502792e-05,1.17526280973834e-06
"FAM71B",-1.94425283552846e-05,2.38991196965799e-05,-2.74992999038659e-06,1.25446749734692e-05
"MDC1",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"C6orf170",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"CALCR",-1.19676860776963e-05,-1.91874150914373e-05,-1.30966554934275e-05,-4.94523533234315e-07
"ACACA",4.44177157987724e-06,-2.38152756537602e-06,1.31806637000409e-05,-4.94876212542295e-06
"SCN1A",-1.29630461742636e-05,-1.71325664268807e-05,1.3172505532566e-05,-2.97366057111503e-07
"CDH23",-2.80476456282486e-06,1.59093997353921e-05,-6.15132648817962e-06,5.92517972108908e-06
"LRP1",-5.31506930201431e-06,-3.58092911483254e-05,1.49239201618911e-06,-2.08320011552132e-06
"EPB41L3",-8.42299596115481e-06,1.85859335033456e-05,2.73835394182242e-06,5.25613040736062e-06
"PSD4",-1.23699765026686e-05,-1.19725018521422e-06,-3.598124067139e-06,8.20184595795581e-06
"MYO15A",-2.79192818197771e-07,-1.36445521548012e-07,-2.59908247244311e-05,8.76718900144624e-07
"NBEAL2",-3.209650003555e-06,-1.62236192409182e-05,2.46424315264449e-06,-3.31560022459598e-06
"RGS12",1.07669143289968e-06,5.77717173655401e-06,3.53201903635636e-06,1.81893551598478e-06
"CDH9",-5.04846684634686e-06,-6.88089448885876e-06,-5.99376107857097e-06,9.85658289209823e-07
"CARD11",-3.27292509609833e-05,-4.55629524367396e-05,-3.2369680411648e-05,1.84089549293276e-06
"TIE1",-9.64836453931639e-06,8.23767095425865e-06,3.71214537153719e-06,-2.18398372453521e-06
"TGM3",-1.1392570741009e-05,3.3460541999375e-06,-8.49743446451612e-06,2.97405932769834e-07
"PREX1",-4.09941003454151e-06,-1.15436450869311e-05,-3.95551114706905e-06,5.65460049983812e-06
"PRIC285",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"MYO18B",-4.26318592872121e-06,1.19339902084903e-05,2.293668103448e-06,-3.08993912767619e-06
"CNTN6",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"RGNEF",-5.49545302419574e-06,9.20335696719121e-06,1.34365461690322e-06,-3.65194091500598e-06
"SYNJ2",5.95494429944665e-06,8.86127236299217e-06,1.0705779232012e-06,4.85772716274369e-06
"SPAM1",1.59832200097298e-06,8.62344131746795e-06,1.32623904391949e-06,-3.33913635586214e-06
"MYH8",-1.11931940409704e-05,-2.98218456009636e-05,-6.13586871622829e-06,4.25079588239896e-06
"ODZ4",-1.22927540360251e-05,-1.91844719665824e-05,-9.82466553978156e-06,8.19860269984929e-06
"DUOX2",1.59151568368543e-06,1.32754275909974e-05,-9.71494955592789e-07,-3.47196555594564e-06
"CNOT1",4.50558945885859e-06,1.15965749500901e-05,8.39751101011643e-06,-9.17566376301693e-06
"MYH4",9.10718972590985e-06,1.32718405438936e-05,-5.39619713890716e-06,-6.63612081552856e-06
"DNAH9",2.91223113890737e-06,2.41809193539666e-05,-3.98717793359538e-06,1.75191087237181e-06
"SETBP1",-4.65097036794759e-06,-8.82515359990066e-06,-4.13775569541031e-06,3.84294025934651e-06
"CYP4F12",-3.37860979016114e-06,-2.1603225832223e-05,-4.10527809435735e-06,1.10137671072152e-06
"TMPRSS6",-2.20851852645865e-05,-4.03741214540787e-05,-1.47069586091675e-05,6.19643060417729e-06
"CP",4.14127953263232e-06,-8.15760813566158e-06,-2.04177536033967e-06,-2.98259647024679e-06
"SPEF2",-6.80167886457639e-06,-5.03272815421951e-07,-9.42030874284683e-06,-2.82325777334336e-06
"CFTR",-2.77147728411364e-06,-2.30281457334058e-05,-1.50278910950874e-05,1.23992822409491e-06
"FER1L6",-1.50969362948672e-05,5.01968770549865e-06,-3.10390191771148e-06,-5.61586466574227e-06
"ADARB2",8.29244811484386e-07,-2.98831109830644e-05,-3.40508881890855e-06,-4.15806380260619e-06
"OR5D14",-1.08420113065222e-06,-1.52166458065039e-05,-7.83075211074902e-06,2.4073997906271e-07
"GABRG2",3.89071828976739e-06,-7.85751581133809e-06,-1.48201627325761e-06,-3.20623848892865e-06
"CYP2C19",-6.04965407546842e-06,1.46008487718063e-05,-1.06557945400709e-05,-6.17474142927676e-06
"DCHS1",4.93763218401e-06,3.02754851873033e-05,3.47480522577825e-06,-2.04289244720712e-06
"MSL3",-4.1604266698414e-06,8.03434613771969e-06,-1.86488614417613e-06,1.12062070911634e-06
"DDX5",1.3793866173728e-06,-1.5652462025173e-05,-2.71041317319032e-05,-1.1471224752313e-05
"PROKR2",-2.01212424144614e-05,-2.82759665424237e-05,-3.65535379387438e-05,1.74137937847263e-06
"SLCO6A1",-1.87761725101154e-05,-6.92529692969401e-06,-8.62887100083753e-06,-3.11259896079719e-06
"TRPV5",-4.44041370428749e-06,-1.17564541142201e-05,-2.41476682276698e-05,-7.10898848410579e-06
"ATAD2",-5.37038522452349e-06,-4.76606655865908e-05,-1.43549359563622e-05,-6.29992518952349e-06
"USH2A",-3.22061823680997e-05,-6.70402414471027e-07,4.81908273286535e-06,-1.23159070426482e-05
"AICDA",-2.66553661276703e-06,-9.01055864233058e-06,-3.78740196538274e-06,-5.84042766149651e-07
"TCF12",1.1382924640202e-05,-1.35606558160362e-06,-5.00446367368568e-05,-4.11270411859732e-06
"WDR90",-6.68452594254632e-06,-8.08999811852118e-06,-5.00174110129592e-06,3.64010975317797e-06
"SIGLEC8",-6.10377583143418e-06,1.66418988101213e-06,3.81312652564247e-08,-3.50844084096025e-06
"COL3A1",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"ADAMTS12",-5.57219300389988e-06,9.63993784353079e-07,-4.16977218264947e-06,3.51211519955541e-06
"BEND2",7.54329357732786e-06,9.75345483311685e-06,-8.15970543044386e-06,-2.59115313383518e-06
"TMEM132D",-3.84377563023008e-06,-1.48229537444422e-05,3.01843988381734e-06,2.41109728449374e-06
"TANC2",2.73927685157105e-06,7.61595356379985e-06,-2.30168598136515e-06,-3.33442244482285e-06
"ZNF681",-2.08071401175403e-06,1.17577747005271e-05,-5.41536519449437e-06,-7.02005127095617e-06
"FGG",-3.84341819881229e-06,-1.48066073961672e-05,2.24203017751279e-06,2.38469738178537e-06
"ANO4",3.94452220886521e-10,-6.43351982798634e-10,7.74307118422968e-10,-1.62006852377772e-10
"LAMA1",-2.03083309315844e-05,-1.97738881979603e-05,-1.19903534141486e-05,-3.78292270397651e-06
"SERPINB7",-2.98025988740847e-05,-1.51381273099105e-05,-8.66042137204204e-06,-8.98590496944962e-06
"CD22",-1.75701625266811e-05,-4.85424152429914e-06,-7.03795922163408e-06,4.2969327296305e-06
"CHEK2",3.38957283929631e-06,-9.97648294287501e-06,1.7694106873023e-06,-3.09883125737542e-06
"AHR",7.84708475976004e-08,1.88489302672679e-05,9.54829602051177e-07,-3.30865032083238e-06
"AGAP3",-1.92755260286503e-06,9.21202536119381e-06,-6.35518927083467e-06,-6.40579446553602e-06
"RUSC2",-7.14704083293327e-06,-7.72286693973001e-06,-2.53034213528736e-05,-4.15212480220362e-06
"MYOCD",-2.6071504180436e-05,5.84669180625497e-07,3.34472701979394e-06,5.97657208345481e-06
"WASH2P",-6.58183171253768e-06,-8.58620569488266e-06,2.55864119935723e-06,2.0849947759416e-06
"CARD6",-2.83316257991828e-05,2.28764724852226e-06,1.73024102423369e-06,-6.28001453151228e-06
"HEATR7B2",-2.00567046704236e-05,-1.60119507199852e-05,-2.01166085389559e-06,5.00740270581446e-06
"PCDHGB3",-4.61787612948683e-06,-1.64338125614449e-05,-5.00852775076055e-06,-3.48990283782769e-07
"SLIT3",-5.46074352314463e-06,-6.85019176671631e-06,-3.5592654512584e-06,3.85606836061925e-06
"GRM6",-1.22971950986539e-05,-1.93746636796277e-05,-1.39648145704996e-05,6.62895809000474e-06
"KIAA1751",-6.16911984252511e-06,-1.06794477687799e-05,-4.16698503613588e-06,-3.897236638295e-06
"HEPHL1",-1.13725209303084e-05,-2.12623672268819e-05,1.14762565317506e-06,-2.1305643258529e-06
